Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
4/19/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",947,716,1252,866,652,1149,1018,786,1320,956,735,1243,968,726,1292,,,
4/19/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1483,1137,1934,,,,,,,,,,,,,,,
4/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1231,964,1572,,,,1385,1147,1673,,,,,,,,,
4/20/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1130,1001,1276,,,,,,,1125,982,1289,,,,,,
4/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",820,608,1105,,,,798,620,1028,885,650,1204,785,603,1022,,,
4/20/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",672,528,855,567,501,640,754,602,943,692,539,889,590,493,706,,,
4/20/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",462,342,626,361,254,514,494,398,613,460,344,615,468,339,646,457,340,614
4/20/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",422,313,570,549,335,899,422,335,531,427,331,550,374,281,497,,,
4/20/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1277,991,1646,1255,924,1704,,,,1332,1113,1592,,,,,,
4/20/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",804,596,1084,680,528,875,887,632,1244,839,639,1103,703,591,838,864,528,1413
4/20/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",390,245,621,425,208,864,442,259,753,376,249,566,417,265,655,297,223,395
4/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1492,1267,1757,,,,1570,1360,1812,1516,1327,1732,1298,1099,1533,,,
4/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",962,745,1242,643,560,739,1086,855,1379,946,746,1199,949,789,1143,596,506,701
4/20/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",455,294,705,496,338,729,416,270,639,500,333,753,397,261,605,478,277,823
4/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1063,853,1326,,,,1143,907,1440,1006,831,1219,1027,838,1258,,,
4/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1438,1157,1786,,,,,,,,,,,,,,,
4/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1367,1022,1828,,,,,,,1362,1037,1788,,,,,,
4/20/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",847,618,1162,,,,,,,941,731,1211,,,,,,
4/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",868,672,1121,776,616,978,939,723,1220,895,699,1146,699,579,843,,,
4/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",597,409,872,,,,,,,661,444,984,,,,,,
4/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",469,332,664,480,380,607,479,339,677,501,332,757,455,339,611,410,301,558
4/21/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",734,541,994,,,,640,524,783,808,589,1108,,,,,,
4/21/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1331,1094,1619,,,,,,,1333,1058,1679,,,,,,
4/21/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1151,938,1412,,,,,,,,,,,,,,,
4/21/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",399,299,531,374,269,520,355,267,473,417,318,545,374,280,501,,,
4/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",724,538,975,,,,842,628,1130,723,594,879,691,502,952,,,
4/21/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",440,280,690,583,359,944,379,258,557,404,269,606,444,311,633,426,245,740
4/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",818,654,1023,634,559,718,958,773,1187,793,668,942,739,607,899,693,623,771
4/21/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",433,283,663,313,232,422,332,238,463,495,316,776,357,302,421,346,285,419
4/21/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",740,524,1046,695,510,946,735,557,970,803,571,1130,658,492,878,453,376,546
4/21/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1281,1015,1617,,,,,,,1285,1035,1596,,,,,,
4/21/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1478,1084,2015,,,,1395,1094,1779,1674,1136,2466,,,,,,
4/21/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1238,1052,1456,,,,1370,1110,1691,1156,1068,1251,,,,,,
4/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",940,744,1188,,,,976,784,1214,948,790,1138,967,762,1228,,,
4/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",857,630,1165,711,534,946,843,666,1067,931,714,1215,781,562,1085,,,
4/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",595,390,907,,,,,,,,,,,,,,,
4/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1249,916,1703,,,,,,,1361,1021,1814,,,,,,
4/21/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",648,475,883,,,,,,,713,524,969,,,,,,
4/22/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",685,537,874,877,608,1264,697,549,884,612,537,698,663,533,826,,,
4/22/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",648,530,793,614,559,674,763,631,922,672,571,791,588,480,720,,,
4/22/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1248,1000,1559,,,,1491,1181,1882,1188,1033,1366,,,,,,
4/22/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",540,388,750,609,459,808,612,489,767,557,413,752,420,301,587,446,368,539
4/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",501,381,659,672,513,881,521,409,665,465,369,585,402,345,469,,,
4/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1224,1050,1427,,,,,,,1162,1001,1349,,,,,,
4/22/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",440,292,662,466,322,673,477,349,652,518,332,808,362,255,513,450,255,793
4/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",520,329,822,628,448,879,519,370,726,454,298,690,547,308,971,,,
4/22/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1029,749,1415,1119,844,1482,1058,874,1280,1035,795,1347,955,641,1422,,,
4/22/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",756,541,1057,912,727,1143,869,638,1183,734,558,965,672,471,960,,,
4/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1488,1217,1820,1537,1300,1817,,,,1457,1186,1788,,,,,,
4/22/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1317,1040,1668,,,,1540,1225,1936,1180,962,1447,,,,,,
4/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",873,700,1090,,,,854,747,976,834,675,1031,920,739,1145,,,
4/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1458,1042,2040,,,,,,,,,,,,,,,
4/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",746,490,1135,,,,,,,,,,,,,,,
4/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1397,1104,1767,,,,,,,1330,1114,1589,,,,,,
4/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",681,453,1023,,,,916,595,1409,,,,526,400,690,,,
4/22/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",977,811,1177,1105,979,1247,1078,883,1317,929,796,1084,843,764,931,,,
4/23/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",682,500,931,,,,759,607,949,756,577,991,550,406,745,,,
4/23/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",579,404,829,563,433,732,899,654,1237,566,416,770,477,360,633,401,315,510
4/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1204,1023,1417,1206,1050,1386,,,,,,,,,,,,
4/23/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",718,569,906,842,647,1094,725,612,858,684,593,790,665,492,899,,,
4/23/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1301,999,1694,,,,1463,1100,1946,,,,1223,1001,1495,,,
4/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",495,364,674,703,515,958,538,413,701,484,364,644,409,311,537,433,338,556
4/23/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1283,1042,1579,,,,1351,1064,1717,,,,,,,,,
4/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1514,1201,1908,1516,1272,1807,1583,1211,2068,,,,,,,,,
4/23/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",560,353,888,450,319,635,739,500,1092,586,383,897,486,310,762,334,231,483
4/23/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1047,802,1366,1118,891,1404,1189,917,1540,1020,851,1223,868,696,1081,982,645,1495
4/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",575,343,964,683,466,1000,676,382,1195,536,334,860,418,289,606,372,270,512
4/23/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",777,540,1119,897,689,1168,1019,726,1430,712,551,919,627,446,883,,,
4/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",998,698,1428,,,,1198,854,1681,903,635,1285,817,631,1058,,,
4/23/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1031,800,1329,1350,989,1841,1039,836,1291,1046,808,1353,931,812,1066,,,
4/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
4/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",743,519,1063,,,,878,577,1336,,,,617,457,834,,,
4/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",744,493,1123,604,459,795,,,,,,,,,,,,
4/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1329,1125,1568,,,,1286,1079,1534,,,,,,,,,
4/24/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",594,412,858,599,452,795,902,721,1128,584,449,759,454,323,638,522,348,782
4/24/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",623,502,772,,,,700,540,907,643,542,762,565,469,679,,,
4/24/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1088,893,1326,,,,1347,1160,1564,1145,1009,1298,938,817,1076,,,
4/24/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1221,950,1568,,,,,,,,,,,,,,,
4/24/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",525,377,732,841,669,1056,516,382,698,511,385,678,510,356,731,335,294,382
4/24/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",817,596,1119,1265,928,1724,847,718,999,687,551,855,664,518,852,,,
4/24/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",596,364,976,724,456,1152,750,470,1197,565,363,879,462,294,724,361,271,480
4/24/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",519,328,821,462,335,638,694,477,1008,610,372,1002,441,282,689,344,242,490
4/24/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",784,558,1101,953,756,1203,924,679,1256,747,558,1000,648,495,849,,,
4/24/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1568,1244,1976,1580,1224,2040,1740,1415,2140,,,,,,,,,
4/24/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1103,812,1498,1155,812,1641,1268,1039,1548,1115,889,1399,883,717,1086,,,
4/24/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1242,966,1597,,,,,,,,,,1190,941,1504,,,
4/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1325,869,2020,,,,,,,,,,,,,,,
4/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",914,633,1321,,,,1099,741,1630,941,659,1342,737,562,966,,,
4/24/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",862,595,1249,,,,1023,792,1320,832,607,1142,,,,,,
4/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",714,483,1054,,,,,,,531,438,645,806,542,1197,,,
4/24/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1062,829,1361,1120,872,1439,1058,842,1329,1153,878,1515,974,792,1198,,,
4/24/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1402,1150,1709,,,,,,,,,,,,,,,
4/25/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",727,541,976,824,606,1119,814,621,1067,727,549,963,571,461,708,,,
4/25/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",612,435,862,586,433,795,744,566,977,666,503,883,525,368,749,445,314,631
4/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",845,618,1155,860,592,1249,967,636,1471,736,567,954,843,677,1049,827,726,943
4/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1274,1046,1553,,,,,,,1185,1023,1372,,,,,,
4/25/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1257,975,1620,1108,1020,1204,1342,1039,1735,1427,1101,1849,1168,923,1478,,,
4/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",576,408,813,848,632,1139,630,449,883,570,436,745,459,340,620,364,321,413
4/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",833,573,1210,973,849,1115,1075,774,1493,797,562,1129,714,527,967,,,
4/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",505,333,768,482,304,763,560,379,827,561,392,802,453,310,661,372,232,596
4/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1424,1100,1843,,,,1412,1096,1820,1690,1485,1924,1250,961,1625,,,
4/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1486,1178,1876,1459,1173,1814,,,,,,,,,,,,
4/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1041,772,1404,916,722,1161,1276,1011,1610,1125,877,1444,881,696,1114,625,576,678
4/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",616,366,1036,866,566,1325,726,414,1274,530,362,775,577,355,936,365,217,615
4/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1445,1142,1828,,,,,,,,,,,,,,,
4/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",756,577,991,,,,824,719,944,,,,718,532,968,,,
4/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",698,517,941,575,519,636,,,,,,,,,,,,
4/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1006,805,1257,970,864,1089,1094,914,1310,979,766,1251,991,793,1237,,,
4/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1436,1192,1729,,,,,,,,,,,,,,,
4/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",922,668,1274,998,725,1374,1118,800,1561,831,636,1087,867,652,1153,,,
4/26/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1163,914,1480,,,,1366,1176,1587,1053,914,1213,1095,859,1397,,,
4/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",787,617,1003,978,795,1203,772,635,937,812,684,963,658,513,844,,,
4/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1346,952,1902,,,,,,,,,,,,,,,
4/26/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",706,534,934,681,511,906,796,636,996,726,579,910,626,461,849,,,
4/26/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",642,444,929,560,414,757,915,709,1182,650,455,930,645,461,902,461,327,650
4/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",587,419,823,787,584,1060,658,458,945,543,425,693,525,359,768,416,338,511
4/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",614,392,962,596,443,802,695,472,1023,602,382,948,606,376,975,337,244,466
4/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",619,388,988,531,370,761,696,505,959,742,415,1327,507,316,811,446,244,816
4/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1539,1210,1958,1323,1103,1585,1782,1542,2060,,,,,,,,,
4/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1243,989,1562,,,,1343,1021,1767,1193,1025,1390,,,,,,
4/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1073,813,1417,1075,829,1395,1326,1088,1616,1107,875,1401,936,778,1125,,,
4/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",795,563,1122,939,750,1177,899,674,1199,769,568,1041,788,550,1129,568,388,832
4/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",896,625,1286,,,,1091,833,1429,751,546,1034,718,562,917,,,
4/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
4/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",937,690,1273,791,603,1038,1092,816,1461,888,674,1170,991,725,1355,,,
4/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",908,605,1363,,,,1237,844,1814,890,653,1213,876,629,1220,,,
4/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1107,854,1435,900,692,1170,1279,1006,1625,1045,802,1362,1060,896,1255,,,
4/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1403,1172,1678,,,,,,,,,,,,,,,
4/27/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",510,359,724,489,376,635,592,412,852,561,392,804,480,335,688,381,324,449
4/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",504,362,700,446,327,609,534,401,712,540,390,748,416,304,569,,,
4/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",841,619,1143,,,,848,640,1123,893,662,1204,825,629,1082,,,
4/27/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1302,1009,1681,,,,,,,1204,1045,1388,,,,,,
4/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1280,1156,1417,,,,,,,,,,,,,,,
4/27/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",702,549,896,607,457,805,697,547,888,719,579,892,759,584,987,,,
4/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",396,256,614,353,216,576,540,338,861,372,252,548,370,254,538,571,317,1028
